Symbol,Signal_Type,Signal_date,Signal_Price,Signal_Rank,ret_1w,ret_1w_price,ret_1w_date,ret_2w,ret_2w_price,ret_2w_date,ret_1m,ret_1m_price,ret_1m_date,ret_3m,ret_3m_price,ret_3m_date,ret_6m,ret_6m_price,ret_6m_date,ret_1y,ret_1y_price,ret_1y_date,ret_sinceSignal,current_price,current_date,ret_1w_perc,ret_2w_perc,ret_1m_perc,ret_3m_perc,ret_6m_perc,ret_1y_perc,ret_sinceSignal_perc,Updated_Signal_Price
MAITHANALL,Golden cross,2024-04-15,1152.0,1,-2.18,1126.9210205078125,2024-04-22 00:00:00,5.17,1211.5797119140625,2024-04-29 00:00:00,7.25,1235.536865234375,2024-05-15 00:00:00,1.46,1168.809326171875,2024-07-15 00:00:00,-7.67,1063.630859375,2024-10-14 00:00:00,-23.27,883.88134765625,2025-04-15 00:00:00,-3.67,1109.699951171875,2025-10-30 00:00:00,-2.18,5.17,7.25,1.46,-7.67,-23.27,-3.67,1128.0
MAITHANALL,Golden cross,2024-04-10,1167.0,4,-4.09,1119.2781982421875,2024-04-18 00:00:00,-1.66,1147.6446533203125,2024-04-24 00:00:00,0.78,1176.1092529296875,2024-05-10 00:00:00,3.8,1211.334716796875,2024-07-09 00:00:00,-8.87,1063.4830322265625,2024-10-07 00:00:00,-26.23,860.9490356445312,2025-04-11 00:00:00,-4.91,1109.699951171875,2025-10-30 00:00:00,-4.09,-1.66,0.78,3.8,-8.87,-26.23,-4.91,1153.0
MALLCOM,Golden cross,2024-07-02,1266.0,1,2.71,1300.3504638671875,2024-07-09 00:00:00,8.48,1373.3165283203125,2024-07-16 00:00:00,7.03,1354.9505615234375,2024-08-01 00:00:00,16.81,1478.8759765625,2024-09-30 00:00:00,19.19,1508.953369140625,2024-12-30 00:00:00,2.12,1292.8756103515625,2025-07-02 00:00:00,12.61,1425.5999755859375,2025-10-31 00:00:00,2.71,8.48,7.03,16.81,19.19,2.12,12.61,1260.0
MALLCOM,Golden cross,2024-04-25,1075.0,3,-1.71,1056.5657958984375,2024-05-02 00:00:00,-6.18,1008.5355834960938,2024-05-09 00:00:00,-8.58,982.7534790039062,2024-05-27 00:00:00,28.14,1377.547119140625,2024-07-24 00:00:00,34.84,1449.5469970703125,2024-10-22 00:00:00,9.8,1180.347412109375,2025-04-25 00:00:00,32.61,1425.5999755859375,2025-10-31 00:00:00,-1.71,-6.18,-8.58,28.14,34.84,9.8,32.61,1070.0
MALLCOM,Golden cross,2024-04-25,1073.0,5,-1.53,1056.5657958984375,2024-05-02 00:00:00,-6.01,1008.5355834960938,2024-05-09 00:00:00,-8.41,982.7534790039062,2024-05-27 00:00:00,28.38,1377.547119140625,2024-07-24 00:00:00,35.09,1449.5469970703125,2024-10-22 00:00:00,10.0,1180.347412109375,2025-04-25 00:00:00,32.86,1425.5999755859375,2025-10-31 00:00:00,-1.53,-6.01,-8.41,28.38,35.09,10.0,32.86,1070.0
MANAKALUCO,Death cross,2024-05-21,24.0,2,0.58,24.13848876953125,2024-05-28 00:00:00,6.8,25.631591796875,2024-06-04 00:00:00,18.16,28.358991622924805,2024-06-20 00:00:00,16.75,28.020553588867188,2024-08-19 00:00:00,7.72,25.852054595947266,2024-11-18 00:00:00,8.96,26.151382446289062,2025-05-21 00:00:00,20.83,29.0,2025-10-31 00:00:00,0.58,6.8,18.16,16.75,7.72,8.96,20.83,24.0
MANAKALUCO,Death cross,2024-05-17,25.0,3,2.73,25.681360244750977,2024-05-24 00:00:00,8.1,27.0251522064209,2024-05-31 00:00:00,13.99,28.498348236083984,2024-06-18 00:00:00,13.0,28.249496459960938,2024-08-16 00:00:00,9.35,27.338722229003906,2024-11-13 00:00:00,3.05,25.76225471496582,2025-05-19 00:00:00,16.0,29.0,2025-10-31 00:00:00,2.73,8.1,13.99,13.0,9.35,3.05,16.0,25.0
MANAKALUCO,Golden cross,2025-07-23,33.0,3,-8.57,30.17237091064453,2025-07-30 00:00:00,-4.4,31.549285888671875,2025-08-06 00:00:00,-10.69,29.473936080932617,2025-08-22 00:00:00,-13.52,28.540000915527344,2025-10-21 00:00:00,,,,,,,-12.12,29.0,2025-10-31 00:00:00,-8.57,-4.4,-10.69,-13.52,,,-12.12,33.0
MANAKALUCO,Golden cross,2024-06-19,28.0,9,2.92,28.816877365112305,2024-06-26 00:00:00,-1.14,27.682117462158203,2024-07-03 00:00:00,17.46,32.8880729675293,2024-07-19 00:00:00,11.75,31.289865493774414,2024-09-17 00:00:00,8.01,30.24221420288086,2024-12-16 00:00:00,-11.59,24.754514694213867,2025-06-19 00:00:00,3.57,29.0,2025-10-31 00:00:00,2.92,-1.14,17.46,11.75,8.01,-11.59,3.57,28.0
MANAKALUCO,Golden cross,2024-06-18,29.0,8,-1.32,28.6177978515625,2024-06-25 00:00:00,-4.68,27.642303466796875,2024-07-02 00:00:00,16.12,33.6744384765625,2024-07-18 00:00:00,5.35,30.55152130126953,2024-09-16 00:00:00,4.28,30.24221420288086,2024-12-16 00:00:00,-10.85,25.852054595947266,2025-06-18 00:00:00,0.0,29.0,2025-10-31 00:00:00,-1.32,-4.68,16.12,5.35,4.28,-10.85,0.0,28.0
MANAKSTEEL,Death cross,2024-08-06,51.0,2,8.86,55.52000045776367,2024-08-13 00:00:00,6.12,54.119998931884766,2024-08-20 00:00:00,7.04,54.59000015258789,2024-09-05 00:00:00,29.39,65.98999786376953,2024-11-04 00:00:00,9.31,55.75,2025-02-03 00:00:00,24.88,63.689998626708984,2025-08-06 00:00:00,11.96,57.099998474121094,2025-10-31 00:00:00,8.86,6.12,7.04,29.39,9.31,24.88,11.96,51.0
MANAKSTEEL,Death cross,2024-07-22,57.0,3,3.77,59.150001525878906,2024-07-29 00:00:00,-6.23,53.45000076293945,2024-08-05 00:00:00,-5.51,53.86000061035156,2024-08-21 00:00:00,17.49,66.97000122070312,2024-10-21 00:00:00,8.02,61.56999969482422,2025-01-20 00:00:00,6.84,60.900001525878906,2025-07-22 00:00:00,0.18,57.099998474121094,2025-10-31 00:00:00,3.77,-6.23,-5.51,17.49,8.02,6.84,0.18,57.0
MANAKSTEEL,Golden cross,2025-05-16,63.0,10,-1.87,61.81999969482422,2025-05-23 00:00:00,2.29,64.44000244140625,2025-05-30 00:00:00,-0.1,62.939998626708984,2025-06-16 00:00:00,-4.71,60.029998779296875,2025-08-14 00:00:00,,,,,,,-9.37,57.099998474121094,2025-10-31 00:00:00,-1.87,2.29,-0.1,-4.71,,,-9.37,63.0
MANAKSTEEL,Golden cross,2024-09-17,69.0,2,-1.93,67.66999816894531,2024-09-24 00:00:00,-0.46,68.68000030517578,2024-10-01 00:00:00,1.09,69.75,2024-10-17 00:00:00,-7.2,64.02999877929688,2024-12-16 00:00:00,-32.84,46.34000015258789,2025-03-17 00:00:00,-12.43,60.41999816894531,2025-09-17 00:00:00,-17.25,57.099998474121094,2025-10-31 00:00:00,-1.93,-0.46,1.09,-7.2,-32.84,-12.43,-17.25,69.0
MANAKSTEEL,Golden cross,2024-07-03,59.0,8,-3.92,56.689998626708984,2024-07-10 00:00:00,-4.78,56.18000030517578,2024-07-18 00:00:00,-5.34,55.849998474121094,2024-08-02 00:00:00,16.41,68.68000030517578,2024-10-01 00:00:00,1.86,60.099998474121094,2024-12-30 00:00:00,8.73,64.1500015258789,2025-07-03 00:00:00,-3.22,57.099998474121094,2025-10-31 00:00:00,-3.92,-4.78,-5.34,16.41,1.86,8.73,-3.22,59.0
MANALIPETC,Golden cross,2025-07-28,70.0,6,-7.23,64.936279296875,2025-08-04 00:00:00,-7.57,64.69795227050781,2025-08-11 00:00:00,-7.94,64.43975067138672,2025-08-28 00:00:00,5.99,74.19000244140625,2025-10-27 00:00:00,,,,,,,5.79,74.05000305175781,2025-10-30 00:00:00,-7.23,-7.57,-7.94,5.99,,,5.79,70.0
MANALIPETC,Golden cross,2025-07-25,73.0,10,-10.12,65.61156463623047,2025-08-01 00:00:00,-11.82,64.3702392578125,2025-08-08 00:00:00,-9.97,65.7208023071289,2025-08-25 00:00:00,-2.0,71.54000091552734,2025-10-23 00:00:00,,,,,,,1.44,74.05000305175781,2025-10-30 00:00:00,-10.12,-11.82,-9.97,-2.0,,,1.44,72.0
MANALIPETC,Golden cross,2025-07-24,75.0,9,-10.02,67.48844909667969,2025-07-31 00:00:00,-15.43,63.42682647705078,2025-08-07 00:00:00,-12.37,65.7208023071289,2025-08-25 00:00:00,-4.61,71.54000091552734,2025-10-23 00:00:00,,,,,,,-1.27,74.05000305175781,2025-10-30 00:00:00,-10.02,-15.43,-12.37,-4.61,,,-1.27,74.0
MANGCHEFER,Golden cross,2024-06-18,119.0,3,4.27,124.08321380615234,2024-06-25 00:00:00,5.78,125.88365936279297,2024-07-02 00:00:00,6.81,127.1036376953125,2024-07-18 00:00:00,6.39,126.60186004638672,2024-09-16 00:00:00,33.49,158.8517608642578,2024-12-16 00:00:00,128.95,272.452392578125,2025-06-18 00:00:00,158.28,307.3500061035156,2025-10-30 00:00:00,4.27,5.78,6.81,6.39,33.49,128.95,158.28,118.0
MANINDS,Golden cross,2025-06-05,396.0,3,-4.49,378.20001220703125,2025-06-12 00:00:00,-7.95,364.5,2025-06-19 00:00:00,7.13,424.25,2025-07-07 00:00:00,4.13,412.3500061035156,2025-09-03 00:00:00,,,,,,,4.56,414.04998779296875,2025-10-31 00:00:00,-4.49,-7.95,7.13,4.13,,,4.56,396.0
MANINFRA,Accumulation Signal,2025-07-01,181.1699981689453,6,3.14,186.85000610351562,2025-07-08 00:00:00,0.6,182.25,2025-07-15 00:00:00,-3.75,174.3800048828125,2025-07-31 00:00:00,-19.1,146.57000732421875,2025-09-29 00:00:00,,,,,,,-19.18,146.4199981689453,2025-10-30 00:00:00,3.14,0.6,-3.75,-19.1,,,-19.18,182.0
MANINFRA,Golden cross,2024-12-03,236.0,1,2.48,241.85850524902344,2024-12-10 00:00:00,1.25,238.94383239746094,2024-12-17 00:00:00,6.01,250.17478942871094,2025-01-02 00:00:00,-39.01,143.94480895996094,2025-03-03 00:00:00,-30.17,164.7899932861328,2025-06-02 00:00:00,,,,-37.96,146.4199981689453,2025-10-30 00:00:00,2.48,1.25,6.01,-39.01,-30.17,,-37.96,235.0
MANINFRA,Golden cross,2024-12-02,233.0,1,3.23,240.5354766845703,2024-12-09 00:00:00,4.54,243.5894012451172,2024-12-16 00:00:00,7.46,250.37374877929688,2025-01-01 00:00:00,-38.22,143.94480895996094,2025-03-03 00:00:00,-29.27,164.7899932861328,2025-06-02 00:00:00,,,,-37.16,146.4199981689453,2025-10-30 00:00:00,3.23,4.54,7.46,-38.22,-29.27,,-37.16,231.0
MANINFRA,Golden cross,2024-11-29,234.0,1,3.52,242.23651123046875,2024-12-06 00:00:00,-0.18,233.57208251953125,2024-12-13 00:00:00,4.67,244.9224090576172,2024-12-30 00:00:00,-34.3,153.74789428710938,2025-02-27 00:00:00,-30.46,162.72999572753906,2025-05-28 00:00:00,,,,-37.43,146.4199981689453,2025-10-30 00:00:00,3.52,-0.18,4.67,-34.3,-30.46,,-37.43,233.0
MANINFRA,Golden cross,2024-11-28,212.0,2,9.6,232.34852600097656,2024-12-05 00:00:00,11.02,235.3527069091797,2024-12-12 00:00:00,15.53,244.9224090576172,2024-12-30 00:00:00,-27.48,153.74789428710938,2025-02-27 00:00:00,-24.4,160.27000427246094,2025-05-27 00:00:00,,,,-30.93,146.4199981689453,2025-10-30 00:00:00,9.6,11.02,15.53,-27.48,-24.4,,-30.93,211.0
MANKIND,Golden cross,2025-07-16,2626.0,1,-1.07,2597.975830078125,2025-07-23 00:00:00,-1.96,2574.485107421875,2025-07-30 00:00:00,-5.85,2472.39990234375,2025-08-18 00:00:00,-7.16,2438.10009765625,2025-10-14 00:00:00,,,,,,,-6.83,2446.60009765625,2025-10-30 00:00:00,-1.07,-1.96,-5.85,-7.16,,,-6.83,2624.0
MANKIND,Golden cross,2025-07-16,2624.0,4,-0.99,2597.975830078125,2025-07-23 00:00:00,-1.89,2574.485107421875,2025-07-30 00:00:00,-5.78,2472.39990234375,2025-08-18 00:00:00,-7.08,2438.10009765625,2025-10-14 00:00:00,,,,,,,-6.76,2446.60009765625,2025-10-30 00:00:00,-0.99,-1.89,-5.78,-7.08,,,-6.76,2624.0
MANOMAY,Accumulation Signal,2025-10-20,205.6300048828125,1,2.3,210.36000061035156,2025-10-27 00:00:00,,,,,,,,,,,,,,,,1.52,208.75,2025-10-31 00:00:00,2.3,,,,,,1.52,206.0
MANOMAY,Accumulation Signal,2025-10-17,204.64999389648438,1,0.33,205.3300018310547,2025-10-24 00:00:00,2.0,208.75,2025-10-31 00:00:00,,,,,,,,,,,,,2.0,208.75,2025-10-31 00:00:00,0.33,2.0,,,,,2.0,205.0
MANOMAY,Accumulation Signal,2025-10-16,206.77999877929688,2,-1.43,203.8300018310547,2025-10-23 00:00:00,1.27,209.39999389648438,2025-10-30 00:00:00,,,,,,,,,,,,,0.95,208.75,2025-10-31 00:00:00,-1.43,1.27,,,,,0.95,207.0
MANOMAY,Accumulation Signal,2025-10-15,208.42999267578125,3,-2.21,203.8300018310547,2025-10-23 00:00:00,1.88,212.35000610351562,2025-10-29 00:00:00,,,,,,,,,,,,,0.15,208.75,2025-10-31 00:00:00,-2.21,1.88,,,,,0.15,208.0
MANORG,Golden cross,2025-05-21,621.0,8,-7.33,575.4500122070312,2025-05-28 00:00:00,-4.36,593.9500122070312,2025-06-04 00:00:00,-5.51,586.7999877929688,2025-06-20 00:00:00,-2.17,607.5,2025-08-19 00:00:00,,,,,,,-16.84,516.4000244140625,2025-10-31 00:00:00,-7.33,-4.36,-5.51,-2.17,,,-16.84,621.0
MANORG,Golden cross,2025-05-20,601.0,5,-3.69,578.7999877929688,2025-05-27 00:00:00,-0.22,599.6500244140625,2025-06-03 00:00:00,-0.42,598.5,2025-06-19 00:00:00,-3.73,578.5999755859375,2025-08-18 00:00:00,,,,,,,-14.08,516.4000244140625,2025-10-31 00:00:00,-3.69,-0.22,-0.42,-3.73,,,-14.08,601.0
MANORG,Golden cross,2024-07-22,419.0,1,2.78,430.6499938964844,2024-07-29 00:00:00,4.79,439.04998779296875,2024-08-05 00:00:00,19.73,501.6499938964844,2024-08-21 00:00:00,30.44,546.5499877929688,2024-10-21 00:00:00,-0.98,414.8999938964844,2025-01-20 00:00:00,17.4,491.8999938964844,2025-07-22 00:00:00,23.25,516.4000244140625,2025-10-31 00:00:00,2.78,4.79,19.73,30.44,-0.98,17.4,23.25,419.0
MAPMYINDIA,Golden cross,2025-05-20,2018.0,13,-3.84,1940.410888671875,2025-05-27 00:00:00,-5.57,1905.5789794921875,2025-06-03 00:00:00,-13.86,1738.405517578125,2025-06-19 00:00:00,-11.67,1782.4000244140625,2025-08-18 00:00:00,,,,,,,-11.4,1788.0,2025-10-31 00:00:00,-3.84,-5.57,-13.86,-11.67,,,-11.4,2014.0
MARATHON,Golden cross,2025-06-27,640.0,1,4.22,666.9981079101562,2025-07-04 00:00:00,7.0,684.7700805664062,2025-07-11 00:00:00,2.97,659.0106811523438,2025-07-28 00:00:00,-2.66,623.0,2025-09-25 00:00:00,,,,,,,-5.0,608.0,2025-10-30 00:00:00,4.22,7.0,2.97,-2.66,,,-5.0,639.0
MARATHON,Golden cross,2025-06-23,631.0,1,3.26,651.5723876953125,2025-06-30 00:00:00,9.78,692.70751953125,2025-07-07 00:00:00,13.36,715.27197265625,2025-07-23 00:00:00,6.32,670.8499755859375,2025-09-22 00:00:00,,,,,,,-3.65,608.0,2025-10-30 00:00:00,3.26,9.78,13.36,6.32,,,-3.65,630.0
MARATHON,Golden cross,2025-06-19,563.0,2,12.41,632.8519287109375,2025-06-26 00:00:00,15.81,652.021728515625,2025-07-03 00:00:00,33.56,751.964111328125,2025-07-21 00:00:00,13.12,636.8456420898438,2025-09-17 00:00:00,,,,,,,7.99,608.0,2025-10-30 00:00:00,12.41,15.81,33.56,13.12,,,7.99,562.0
MARATHON,Golden cross,2025-06-18,584.0,3,7.4,627.2108764648438,2025-06-25 00:00:00,12.94,659.559814453125,2025-07-02 00:00:00,29.03,753.5116577148438,2025-07-18 00:00:00,11.01,648.277587890625,2025-09-16 00:00:00,,,,,,,4.11,608.0,2025-10-30 00:00:00,7.4,12.94,29.03,11.01,,,4.11,583.0
MARATHON,Golden cross,2025-06-16,593.0,1,6.27,630.2061157226562,2025-06-23 00:00:00,9.88,651.5723876953125,2025-06-30 00:00:00,25.89,746.522705078125,2025-07-16 00:00:00,6.25,630.0563354492188,2025-09-15 00:00:00,,,,,,,2.53,608.0,2025-10-30 00:00:00,6.27,9.88,25.89,6.25,,,2.53,592.0
MARICO,Golden cross,2024-05-10,584.0,1,0.69,588.0343017578125,2024-05-17 00:00:00,1.86,594.87939453125,2024-05-24 00:00:00,9.9,641.8098754882812,2024-06-10 00:00:00,10.0,642.4007568359375,2024-08-08 00:00:00,9.4,638.9043579101562,2024-11-06 00:00:00,25.14,730.8208618164062,2025-05-12 00:00:00,23.54,721.5,2025-10-30 00:00:00,0.69,1.86,9.9,10.0,9.4,25.14,23.54,578.0
MARINE,Accumulation Signal,2025-09-26,212.44000244140625,4,5.62,224.3800048828125,2025-10-03 00:00:00,-0.79,210.77000427246094,2025-10-10 00:00:00,9.21,232.00999450683594,2025-10-27 00:00:00,,,,,,,,,,16.55,247.60000610351562,2025-10-30 00:00:00,5.62,-0.79,9.21,,,,16.55,212.0
MARINE,Golden cross,2025-06-09,241.0,10,-7.3,223.40985107421875,2025-06-16 00:00:00,-14.16,206.8657989501953,2025-06-23 00:00:00,-14.96,204.94879150390625,2025-07-09 00:00:00,-23.96,183.25279235839844,2025-09-08 00:00:00,,,,,,,2.74,247.60000610351562,2025-10-30 00:00:00,-7.3,-14.16,-14.96,-23.96,,,2.74,241.0
MARINE,Golden cross,2025-06-06,236.0,5,-4.2,226.09564208984375,2025-06-13 00:00:00,-11.51,208.84268188476562,2025-06-20 00:00:00,-12.3,206.9656219482422,2025-07-07 00:00:00,-25.95,174.76609802246094,2025-09-04 00:00:00,,,,,,,4.92,247.60000610351562,2025-10-30 00:00:00,-4.2,-11.51,-12.3,-25.95,,,4.92,236.0
MARUTI,Golden cross,2025-04-30,12257.0,9,1.96,12497.732421875,2025-05-07 00:00:00,2.26,12534.3359375,2025-05-14 00:00:00,-0.57,12187.0947265625,2025-05-30 00:00:00,0.64,12335.48828125,2025-07-29 00:00:00,33.7,16388.0,2025-10-27 00:00:00,,,,32.22,16206.0,2025-10-30 00:00:00,1.96,2.26,-0.57,0.64,33.7,,32.22,12126.0
MARUTI,Golden cross,2025-02-03,13140.0,1,-2.87,12762.615234375,2025-02-10 00:00:00,-3.91,12626.2412109375,2025-02-17 00:00:00,-12.53,11492.95703125,2025-03-05 00:00:00,-6.21,12324.6064453125,2025-05-05 00:00:00,-5.9,12365.0,2025-08-04 00:00:00,,,,23.33,16206.0,2025-10-30 00:00:00,-2.87,-3.91,-12.53,-6.21,-5.9,,23.33,12999.0
MARUTI,Golden cross,2025-02-01,12916.0,1,-1.19,12762.615234375,2025-02-10 00:00:00,-2.24,12626.2412109375,2025-02-17 00:00:00,-9.81,11649.5126953125,2025-03-03 00:00:00,-4.98,12272.173828125,2025-05-02 00:00:00,-3.43,12473.0,2025-07-31 00:00:00,,,,25.47,16206.0,2025-10-30 00:00:00,-1.19,-2.24,-9.81,-4.98,-3.43,,25.47,12778.0
MASTERTR,Golden cross,2025-08-08,166.0,1,-0.83,164.6199951171875,2025-08-18 00:00:00,-8.84,151.3300018310547,2025-08-22 00:00:00,-7.17,154.10000610351562,2025-09-08 00:00:00,,,,,,,,,,-20.31,132.27999877929688,2025-10-30 00:00:00,-0.83,-8.84,-7.17,,,,-20.31,166.0
MATRIMONY,Golden cross,2024-06-13,619.0,17,-2.63,602.7315673828125,2024-06-20 00:00:00,-5.16,587.0445556640625,2024-06-27 00:00:00,-5.28,586.3138427734375,2024-07-15 00:00:00,25.37,776.0431518554688,2024-09-11 00:00:00,8.56,671.9786376953125,2024-12-10 00:00:00,-18.14,506.7394714355469,2025-06-13 00:00:00,-17.85,508.5,2025-10-31 00:00:00,-2.63,-5.16,-5.28,25.37,8.56,-18.14,-17.85,613.0
MATRIMONY,Golden cross,2024-06-11,605.0,4,1.66,615.0570678710938,2024-06-18 00:00:00,1.46,613.839111328125,2024-06-25 00:00:00,-0.62,601.27001953125,2024-07-11 00:00:00,29.01,780.5079956054688,2024-09-09 00:00:00,12.61,681.3008422851562,2024-12-09 00:00:00,-16.1,507.5815124511719,2025-06-11 00:00:00,-15.95,508.5,2025-10-31 00:00:00,1.66,1.46,-0.62,29.01,12.61,-16.1,-15.95,589.0
MAWANASUG,Golden cross,2025-06-12,105.0,17,-6.96,97.69000244140625,2025-06-19 00:00:00,-2.53,102.33999633789062,2025-06-26 00:00:00,-4.67,100.0999984741211,2025-07-14 00:00:00,-12.1,92.29000091552734,2025-09-10 00:00:00,,,,,,,-16.56,87.61000061035156,2025-10-31 00:00:00,-6.96,-2.53,-4.67,-12.1,,,-16.56,105.0
MAWANASUG,Golden cross,2025-06-11,109.0,18,-8.05,100.22406005859375,2025-06-18 00:00:00,-5.35,103.16999816894531,2025-06-25 00:00:00,-7.33,101.01000213623047,2025-07-11 00:00:00,-13.39,94.41000366210938,2025-09-09 00:00:00,,,,,,,-19.62,87.61000061035156,2025-10-31 00:00:00,-8.05,-5.35,-7.33,-13.39,,,-19.62,108.0
MAWANASUG,Golden cross,2024-06-13,121.0,1,1.32,122.59490966796875,2024-06-20 00:00:00,-4.32,115.7752914428711,2024-06-27 00:00:00,-1.47,119.22624206542969,2024-07-15 00:00:00,-9.5,109.50780487060547,2024-09-11 00:00:00,-12.81,105.50005340576172,2024-12-10 00:00:00,-14.29,103.70838928222656,2025-06-13 00:00:00,-27.6,87.61000061035156,2025-10-31 00:00:00,1.32,-4.32,-1.47,-9.5,-12.81,-14.29,-27.6,112.0
MAWANASUG,Golden cross,2024-06-10,96.0,5,18.83,114.07270812988281,2024-06-18 00:00:00,25.36,120.34341430664062,2024-06-24 00:00:00,19.3,114.52564239501953,2024-07-10 00:00:00,18.28,113.5451431274414,2024-09-09 00:00:00,6.5,102.24339294433594,2024-12-09 00:00:00,11.47,107.0145492553711,2025-06-10 00:00:00,-8.74,87.61000061035156,2025-10-31 00:00:00,18.83,25.36,19.3,18.28,6.5,11.47,-8.74,95.0
MAYURUNIQ,Golden cross,2024-05-23,544.0,3,-3.5,524.9467163085938,2024-05-30 00:00:00,1.05,549.7069091796875,2024-06-06 00:00:00,18.79,646.232421875,2024-06-24 00:00:00,21.7,662.065185546875,2024-08-21 00:00:00,5.48,573.8359375,2024-11-19 00:00:00,5.17,572.101806640625,2025-05-23 00:00:00,-2.13,532.4000244140625,2025-10-31 00:00:00,-3.5,1.05,18.79,21.7,5.48,5.17,-2.13,539.0
MAZDA,Golden cross,2024-12-20,1463.0,1,-78.71,311.4878845214844,2024-12-27 00:00:00,-78.49,314.65850830078125,2025-01-03 00:00:00,-75.1,364.29150390625,2025-01-20 00:00:00,-83.34,243.75982666015625,2025-03-20 00:00:00,-83.59,240.01637268066406,2025-06-18 00:00:00,,,,-81.12,276.25,2025-10-31 00:00:00,-78.71,-78.49,-75.1,-83.34,-83.59,,-81.12,289.0
MAZDA,Golden cross,2024-12-17,1364.0,2,-78.78,289.4024658203125,2024-12-24 00:00:00,-78.26,296.543701171875,2024-12-31 00:00:00,-70.31,404.95599365234375,2025-01-16 00:00:00,-83.85,220.24217224121094,2025-03-17 00:00:00,-82.57,237.74459838867188,2025-06-16 00:00:00,,,,-79.75,276.25,2025-10-31 00:00:00,-78.78,-78.26,-70.31,-83.85,-82.57,,-79.75,269.0
MAZDA,Golden cross,2024-11-08,273.0,3,-2.64,265.8057556152344,2024-11-18 00:00:00,-4.04,261.9832763671875,2024-11-22 00:00:00,4.69,285.80712890625,2024-12-09 00:00:00,13.57,310.04583740234375,2025-02-06 00:00:00,-21.93,213.1404571533203,2025-05-07 00:00:00,,,,1.19,276.25,2025-10-31 00:00:00,-2.64,-4.04,4.69,13.57,-21.93,,1.19,270.0
MBAPL,Golden cross,2025-01-17,273.0,1,6.87,291.7428283691406,2025-01-24 00:00:00,7.06,292.2821960449219,2025-01-31 00:00:00,4.53,285.3702087402344,2025-02-17 00:00:00,-0.68,271.13665771484375,2025-04-17 00:00:00,59.54,435.546630859375,2025-07-16 00:00:00,,,,49.4,407.8500061035156,2025-10-31 00:00:00,6.87,7.06,4.53,-0.68,59.54,,49.4,272.0
MEDIASSIST,Golden cross,2025-08-13,555.0,8,-2.69,540.0499877929688,2025-08-20 00:00:00,-6.23,520.4500122070312,2025-08-28 00:00:00,-8.51,507.75,2025-09-12 00:00:00,,,,,,,,,,1.89,565.5,2025-10-30 00:00:00,-2.69,-6.23,-8.51,,,,1.89,555.0
MEDIASSIST,Golden cross,2025-08-12,556.0,3,-2.73,540.7999877929688,2025-08-19 00:00:00,-1.92,545.2999877929688,2025-08-26 00:00:00,-7.23,515.7999877929688,2025-09-11 00:00:00,,,,,,,,,,1.71,565.5,2025-10-30 00:00:00,-2.73,-1.92,-7.23,,,,1.71,556.0
MEDIASSIST,Golden cross,2025-08-07,544.0,4,-1.65,535.0499877929688,2025-08-14 00:00:00,0.15,544.7999877929688,2025-08-21 00:00:00,-3.07,527.2999877929688,2025-09-08 00:00:00,,,,,,,,,,3.95,565.5,2025-10-30 00:00:00,-1.65,0.15,-3.07,,,,3.95,544.0
MEDICAMEQ,Golden cross,2024-12-11,580.0,9,-4.49,553.9833984375,2024-12-18 00:00:00,-12.44,507.8721008300781,2024-12-26 00:00:00,-17.71,477.2641906738281,2025-01-10 00:00:00,-28.13,416.845947265625,2025-03-11 00:00:00,-27.5,420.4849853515625,2025-06-09 00:00:00,,,,-37.33,363.5,2025-10-30 00:00:00,-4.49,-12.44,-17.71,-28.13,-27.5,,-37.33,578.0
MEDICAMEQ,Golden cross,2024-12-10,602.0,2,-6.65,561.9594116210938,2024-12-17 00:00:00,-14.2,516.5459594726562,2024-12-24 00:00:00,-17.71,495.3597412109375,2025-01-09 00:00:00,-26.12,444.761962890625,2025-03-10 00:00:00,-30.15,420.4849853515625,2025-06-09 00:00:00,,,,-39.62,363.5,2025-10-30 00:00:00,-6.65,-14.2,-17.71,-26.12,-30.15,,-39.62,600.0
MEDICO,Golden cross,2025-01-09,61.0,2,3.21,62.959999084472656,2025-01-16 00:00:00,18.72,72.41999816894531,2025-01-23 00:00:00,12.98,68.91999816894531,2025-02-10 00:00:00,-5.51,57.63999938964844,2025-04-09 00:00:00,-32.11,41.40999984741211,2025-07-08 00:00:00,,,,-22.08,47.529998779296875,2025-10-31 00:00:00,3.21,18.72,12.98,-5.51,-32.11,,-22.08,61.0
MEGASTAR,Golden cross,2025-06-24,275.0,1,2.07,280.70001220703125,2025-07-01 00:00:00,-1.07,272.04998779296875,2025-07-08 00:00:00,-0.42,273.8500061035156,2025-07-24 00:00:00,-20.59,218.3699951171875,2025-09-22 00:00:00,,,,,,,3.82,285.5,2025-10-31 00:00:00,2.07,-1.07,-0.42,-20.59,,,3.82,275.0
MEGASTAR,Golden cross,2025-06-23,276.0,6,2.3,282.3500061035156,2025-06-30 00:00:00,0.34,276.95001220703125,2025-07-07 00:00:00,-0.05,275.8500061035156,2025-07-23 00:00:00,-20.88,218.3699951171875,2025-09-22 00:00:00,,,,,,,3.44,285.5,2025-10-31 00:00:00,2.3,0.34,-0.05,-20.88,,,3.44,276.0
